Ranking;Title;Director;genre_action;genre_adventure;genre_comedy;genre_crime;genre_drama;genre_fantasy;genre_horror;genre_mystery;genre_romance;genre_sci-fi;genre_thriller;Actor 1;Actor 2;Actor 3;Actor 4;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
722;Wild;Jean-Marc VallÃ©e;no;yes;no;no;yes;no;no;no;no;no;no;Reese Witherspoon;Laura Dern;Gaby Hoffmann;Michiel Huisman;2014;115;7.1;95553;37.88;76
723;Grown Ups;Dennis Dugan;no;no;yes;no;no;no;no;no;no;no;no;Adam Sandler;Salma Hayek;Kevin James;Chris Rock;2010;102;6;190385;162;30
724;Blair Witch;Adam Wingard;no;no;no;no;no;no;yes;no;no;no;yes;James Allen McCune;Callie Hernandez;Corbin Reid;Brandon Scott;2016;89;5.1;26088;20.75;47
725;The Karate Kid;Harald Zwart;yes;no;no;no;yes;no;no;no;no;no;no;Jackie Chan;Jaden Smith;Taraji P. Henson;Wenwen Han;2010;140;6.2;127983;176.59;61
726;Dark Shadows;Tim Burton;no;no;yes;no;no;yes;yes;no;no;no;no;Johnny Depp;Michelle Pfeiffer;Eva Green;Helena Bonham Carter;2012;113;6.2;209326;79.71;55
727;Friends with Benefits;Will Gluck;no;no;yes;no;no;no;no;no;yes;no;no;Mila Kunis;Justin Timberlake;Patricia Clarkson;Jenna Elfman;2011;109;6.6;286543;55.8;63
728;The Illusionist;Neil Burger;no;no;no;no;yes;no;no;yes;yes;no;no;Edward Norton;Jessica Biel;Paul Giamatti;Rufus Sewell;2006;110;7.6;309934;39.83;68
729;The A-Team;Joe Carnahan;yes;yes;yes;no;no;no;no;no;no;no;no;Liam Neeson;Bradley Cooper;Sharlto Copley;Jessica Biel;2010;117;6.8;219116;77.21;47
730;The Guest;Adam Wingard;no;no;no;no;no;no;no;no;no;no;yes;Dan Stevens;Sheila Kelley;Maika Monroe;Joel David Moore;2014;100;6.7;71069;0.32;76
731;The Internship;Shawn Levy;no;no;yes;no;no;no;no;no;no;no;no;Vince Vaughn;Owen Wilson;Rose Byrne;Aasif Mandvi;2013;119;6.3;166342;44.67;42
732;Paul;Greg Mottola;no;yes;yes;no;no;no;no;no;no;yes;no;Simon Pegg;Nick Frost;Seth Rogen;Mia Stallard;2011;104;7;201707;37.37;57
733;This Beautiful Fantastic;Simon Aboud;no;no;yes;no;yes;yes;no;no;no;no;no;Jessica Brown Findlay;Andrew Scott;Jeremy Irvine;Tom Wilkinson;2016;100;6.9;688;;51
734;The Da Vinci Code;Ron Howard;no;no;no;no;no;no;no;yes;no;no;yes;Tom Hanks;Audrey Tautou;Jean Reno;Ian McKellen;2006;149;6.6;338280;217.54;46
735;Mr. Church;Bruce Beresford;no;no;yes;no;yes;no;no;no;no;no;no;Eddie Murphy;Britt Robertson;Natascha McElhone;Xavier Samuel;2016;104;7.7;16163;0.69;37
736;Hugo;Martin Scorsese;no;yes;no;no;yes;no;no;no;no;no;no;Asa Butterfield;Chloë Grace Moretz;Christopher Lee;Ben Kingsley;2011;126;7.5;259182;73.82;83
737;The Blackcoat's Daughter;Oz Perkins;no;no;no;no;no;no;yes;no;no;no;yes;Emma Roberts;Kiernan Shipka;Lauren Holly;Lucy Boynton;2015;93;5.6;4155;0.02;68
738;Body of Lies;Ridley Scott;yes;no;no;no;yes;no;no;no;yes;no;no;Leonardo DiCaprio;Russell Crowe;Mark Strong;Golshifteh Farahani;2008;128;7.1;182305;39.38;57
739;Knight of Cups;Terrence Malick;no;no;no;no;yes;no;no;no;yes;no;no;Christian Bale;Cate Blanchett;Natalie Portman;Brian Dennehy;2015;118;5.7;17439;0.56;53
740;The Mummy: Tomb of the Dragon Emperor;Rob Cohen;yes;yes;no;no;no;yes;no;no;no;no;no;Brendan Fraser;Jet Li;Maria Bello;Michelle Yeoh;2008;112;5.2;124554;102.18;31
741;The Boss;Ben Falcone;no;no;yes;no;no;no;no;no;no;no;no;Melissa McCarthy;Kristen Bell;Peter Dinklage;Ella Anderson;2016;99;5.4;29642;63.03;40
742;Hands of Stone;Jonathan Jakubowicz;yes;no;no;no;yes;no;no;no;no;no;no;Edgar Ramírez;Usher Raymond;Robert De Niro;Rubén Blades;2016;111;6.6;8998;4.71;54
743;El secreto de sus ojos;Juan JosÃ© Campanella;no;no;no;no;yes;no;no;yes;yes;no;no;Ricardo Darín;Soledad Villamil;Pablo Rago;Carla Quevedo;2009;129;8.2;144524;20.17;80
744;True Grit;Ethan Coen;no;yes;no;no;yes;no;no;no;no;no;no;Jeff Bridges;Matt Damon;Hailee Steinfeld;Josh Brolin;2010;110;7.6;254904;171.03;80
745;We Are Your Friends;Max Joseph;no;no;no;no;yes;no;no;no;yes;no;no;Zac Efron;Wes Bentley;Emily Ratajkowski;Jonny Weston;2015;96;6.2;25903;3.59;46
746;A Million Ways to Die in the West;Seth MacFarlane;no;no;yes;no;no;no;no;no;yes;no;no;Seth MacFarlane;Charlize Theron;Liam Neeson;Amanda Seyfried;2014;116;6.1;144779;42.62;44
747;Only for One Night;Chris Stokes;no;no;no;no;no;no;no;no;no;no;yes;Brian White;Karrueche Tran;Angelique Pereira;Jessica Vanessa DeLeon;2016;86;4.6;313;;60
748;Rules Don't Apply;Warren Beatty;no;no;yes;no;yes;no;no;no;yes;no;no;Lily Collins;Haley Bennett;Taissa Farmiga;Steve Tom;2016;127;5.7;3731;3.65;
749;Ouija: Origin of Evil;Mike Flanagan;no;no;no;no;no;no;yes;no;no;no;yes;Elizabeth Reaser;Lulu Wilson;Annalise Basso;Henry Thomas;2016;99;6.1;30035;34.9;65
750;Percy Jackson: Sea of Monsters;Thor Freudenthal;no;yes;no;no;no;yes;no;no;no;no;no;Logan Lerman;Alexandra Daddario;Brandon T. Jackson;Nathan Fillion;2013;106;5.9;91684;68.56;39
751;Fracture;Gregory Hoblit;no;no;no;yes;yes;no;no;yes;no;no;no;Anthony Hopkins;Ryan Gosling;David Strathairn;Rosamund Pike;2007;113;7.2;148943;39;68
752;Oculus;Mike Flanagan;no;no;no;no;no;no;yes;yes;no;no;no;Karen Gillan;Brenton Thwaites;Katee Sackhoff;Rory Cochrane;2013;104;6.5;92875;27.69;61
753;In Bruges;Martin McDonagh;no;no;yes;yes;yes;no;no;no;no;no;no;Colin Farrell;Brendan Gleeson;Ciarán Hinds;Elizabeth Berrington;2008;107;7.9;322536;7.76;67
754;This Means War;McG;yes;no;yes;no;no;no;no;no;yes;no;no;Reese Witherspoon;Chris Pine;Tom Hardy;Til Schweiger;2012;103;6.3;154400;54.76;31
755;LÃ­da BaarovÃ¡;Filip Renc;no;no;no;no;yes;no;no;no;no;no;no;Tatiana Pauhofová;Karl Markovics;Gedeon Burkhard;Simona Stasová;2016;106;5;353;;64
756;The Road;John Hillcoat;no;yes;no;no;yes;no;no;no;no;no;no;Viggo Mortensen;Charlize Theron;Kodi Smit-McPhee;Robert Duvall;2009;111;7.3;187302;0.06;
757;Lavender;Ed Gass-Donnelly;no;no;no;no;yes;no;no;no;no;no;yes;Abbie Cornish;Dermot Mulroney;Justin Long;Diego Klattenhoff;2016;92;5.2;2083;;46
758;Deuces;Jamal Hill;no;no;no;no;yes;no;no;no;no;no;no;Larenz Tate;Meagan Good;Rotimi;Rick Gonzalez;2016;87;6.6;256;;36
759;Conan the Barbarian;Marcus Nispel;yes;yes;no;no;no;yes;no;no;no;no;no;Jason Momoa;Ron Perlman;Rose McGowan;Stephen Lang;2011;113;5.2;84893;21.27;
760;The Fighter;David O. Russell;yes;no;no;no;yes;no;no;no;no;no;no;Mark Wahlberg;Christian Bale;Amy Adams;Melissa Leo;2010;116;7.8;290056;93.57;79
761;August Rush;Kirsten Sheridan;no;no;no;no;yes;no;no;no;no;no;no;Freddie Highmore;Keri Russell;Jonathan Rhys Meyers;Terrence Howard;2007;114;7.5;91229;31.66;38
762;Chef;Jon Favreau;no;no;yes;no;yes;no;no;no;no;no;no;Jon Favreau;Robert Downey Jr.;Scarlett Johansson;Dustin Hoffman;2014;114;7.3;151970;31.24;68
763;Eye in the Sky;Gavin Hood;no;no;no;no;yes;no;no;no;no;no;yes;Helen Mirren;Aaron Paul;Alan Rickman;Barkhad Abdi;2015;102;7.3;57826;18.7;73
764;Eagle Eye;D.J. Caruso;yes;no;no;no;no;no;no;yes;no;no;yes;Shia LaBeouf;Michelle Monaghan;Rosario Dawson;Michael Chiklis;2008;118;6.6;156158;101.11;43
765;The Purge;James DeMonaco;no;no;no;no;no;no;yes;no;no;yes;yes;Ethan Hawke;Lena Headey;Max Burkholder;Adelaide Kane;2013;85;5.7;154588;64.42;41
766;PK;Rajkumar Hirani;no;no;yes;no;yes;no;no;no;yes;no;no;Aamir Khan;Anushka Sharma;Sanjay Dutt;Boman Irani;2014;153;8.2;103279;10.57;51
767;Ender's Game;Gavin Hood;yes;no;no;no;no;no;no;no;no;yes;no;Harrison Ford;Asa Butterfield;Hailee Steinfeld;Abigail Breslin;2013;114;6.7;194236;61.66;
768;Indiana Jones and the Kingdom of the Crystal Skull;Steven Spielberg;yes;yes;no;no;no;yes;no;no;no;no;no;Harrison Ford;Cate Blanchett;Shia LaBeouf;Karen Allen;2008;122;6.2;351361;317.01;65
769;Paper Towns;Jake Schreier;no;no;no;no;yes;no;no;yes;yes;no;no;Nat Wolff;Cara Delevingne;Austin Abrams;Justice Smith;2015;109;6.3;72515;31.99;56
770;High-Rise;Ben Wheatley;no;no;no;no;yes;no;no;no;no;no;no;Tom Hiddleston;Jeremy Irons;Sienna Miller;Luke Evans;2015;119;5.7;25928;0.34;65
771;Quantum of Solace;Marc Forster;yes;yes;no;no;no;no;no;no;no;no;yes;Daniel Craig;Olga Kurylenko;Mathieu Amalric;Judi Dench;2008;106;6.6;347798;168.37;58
772;The Assignment;Walter Hill;yes;no;no;yes;no;no;no;no;no;no;yes;Sigourney Weaver;Michelle Rodriguez;Tony Shalhoub;Anthony LaPaglia;2016;95;4.5;2043;;34
773;How to Train Your Dragon;Dean DeBlois;yes;yes;no;no;no;no;no;no;no;no;no;Jay Baruchel;Gerard Butler;Christopher Mintz-Plasse;Craig Ferguson;2010;98;8.1;523893;217.39;74
774;Lady in the Water;M. Night Shyamalan;no;no;no;no;yes;yes;no;yes;no;no;no;Paul Giamatti;Bryce Dallas Howard;Jeffrey Wright;Bob Balaban;2006;110;5.6;82701;42.27;36
775;The Fountain;Darren Aronofsky;no;no;no;no;yes;no;no;no;no;yes;no;Hugh Jackman;Rachel Weisz;Sean Patrick Thomas;Ellen Burstyn;2006;96;7.3;199193;10.14;51
776;Cars 2;John Lasseter;no;yes;yes;no;no;no;no;no;no;no;no;Owen Wilson;Larry the Cable Guy;Michael Caine;Emily Mortimer;2011;106;6.2;110490;191.45;57
777;31;Rob Zombie;no;no;no;no;no;no;yes;no;no;no;yes;Malcolm McDowell;Richard Brake;Jeff Daniel Phillips;Sheri Moon Zombie;2016;102;5.1;10871;0.78;35
778;Final Girl;Tyler Shields;yes;no;no;no;no;no;no;no;no;no;yes;Abigail Breslin;Wes Bentley;Logan Huffman;Alexander Ludwig;2015;90;4.7;9026;;56
779;Chalk It Up;Hisonni Johnson;no;no;yes;no;no;no;no;no;no;no;no;Maddy Curley;John DeLuca;Nikki SooHoo;Drew Seeley;2016;90;4.8;499;;
780;The Man Who Knew Infinity;Matt Brown;no;no;no;no;yes;no;no;no;no;no;no;Dev Patel;Jeremy Irons;Malcolm Sinclair;Raghuvir Joshi;2015;108;7.2;29912;3.86;
781;Unknown;Jaume Collet-Serra;yes;no;no;no;no;no;no;yes;no;no;yes;Liam Neeson;Diane Kruger;January Jones;Aidan Quinn;2011;113;6.9;218679;61.09;56
782;Self/less;Tarsem Singh;yes;no;no;no;no;no;no;yes;no;yes;no;Ryan Reynolds;Natalie Martinez;Matthew Goode;Ben Kingsley;2015;117;6.5;67196;12.28;34
783;Mr. Brooks;Bruce A. Evans;no;no;no;yes;yes;no;no;no;no;no;yes;Kevin Costner;Demi Moore;William Hurt;Dane Cook;2007;120;7.3;128146;28.48;45
784;Tramps;Adam Leon;no;no;yes;no;no;no;no;no;yes;no;no;Callum Turner;Grace Van Patten;Michal Vondel;Mike Birbiglia;2016;82;6.5;1031;;77
785;Before We Go;Chris Evans;no;no;yes;no;yes;no;no;no;yes;no;no;Chris Evans;Alice Eve;Emma Fitzpatrick;John Cullum;2014;95;6.9;31370;0.04;31
786;Captain Phillips;Paul Greengrass;no;no;no;no;yes;no;no;no;no;no;yes;Tom Hanks;Barkhad Abdi;Barkhad Abdirahman;Catherine Keener;2013;134;7.8;346154;107.1;83
787;The Secret Scripture;Jim Sheridan;no;no;no;no;yes;no;no;no;no;no;no;Rooney Mara;Eric Bana;Theo James;Aidan Turner;2016;108;6.8;378;;37
788;Max Steel;Stewart Hendler;yes;yes;no;no;no;no;no;no;no;no;no;Ben Winchell;Josh Brener;Maria Bello;Andy Garcia;2016;92;4.6;11555;3.77;22
789;Hotel Transylvania 2;Genndy Tartakovsky;no;no;yes;no;no;no;no;no;no;no;no;Adam Sandler;Andy Samberg;Selena Gomez;Kevin James;2015;89;6.7;69157;169.69;44
790;Hancock;Peter Berg;yes;no;no;yes;yes;no;no;no;no;no;no;Will Smith;Charlize Theron;Jason Bateman;Jae Head;2008;92;6.4;366138;227.95;49
791;Sisters;Jason Moore;no;no;yes;no;no;no;no;no;no;no;no;Amy Poehler;Tina Fey;Maya Rudolph;Ike Barinholtz;2015;118;6;50241;87.03;58
792;The Family;Luc Besson;no;no;yes;yes;no;no;no;no;no;no;yes;Robert De Niro;Michelle Pfeiffer;Dianna Agron;John D'Leo;2013;111;6.3;92868;36.92;42
793;Zack and Miri Make a Porno;Kevin Smith;no;no;yes;no;no;no;no;no;yes;no;no;Seth Rogen;Elizabeth Banks;Craig Robinson;Gerry Bednob;2008;101;6.6;154936;31.45;56
794;Ma vie de Courgette;Claude Barras;no;no;yes;no;yes;no;no;no;no;no;no;Gaspard Schlatter;Sixtine Murat;Paulin Jaccoud;Michel Vuillermoz;2016;66;7.8;4370;0.29;85
795;Man on a Ledge;Asger Leth;yes;no;no;yes;no;no;no;no;no;no;yes;Sam Worthington;Elizabeth Banks;Jamie Bell;Mandy Gonzalez;2012;102;6.6;129252;18.6;40
796;No Strings Attached;Ivan Reitman;no;no;yes;no;no;no;no;no;yes;no;no;Natalie Portman;Ashton Kutcher;Kevin Kline;Cary Elwes;2011;108;6.2;178243;70.63;50
797;Rescue Dawn;Werner Herzog;no;yes;no;no;yes;no;no;no;no;no;no;Christian Bale;Steve Zahn;Jeremy Davies;Zach Grenier;2006;120;7.3;87887;5.48;77
798;Despicable Me 2;Pierre Coffin;no;yes;yes;no;no;no;no;no;no;no;no;Steve Carell;Kristen Wiig;Benjamin Bratt;Miranda Cosgrove;2013;98;7.4;304837;368.05;62
799;A Walk Among the Tombstones;Scott Frank;no;no;no;yes;yes;no;no;yes;no;no;no;Liam Neeson;Dan Stevens;David Harbour;Boyd Holbrook;2014;114;6.5;93883;25.98;57
800;The World's End;Edgar Wright;yes;no;yes;no;no;no;no;no;no;yes;no;Simon Pegg;Nick Frost;Martin Freeman;Rosamund Pike;2013;109;7;199813;26;81
801;Yoga Hosers;Kevin Smith;no;no;yes;no;no;yes;yes;no;no;no;no;Lily-Rose Depp;Harley Quinn Smith;Johnny Depp;Adam Brody;2016;88;4.3;7091;;23
802;Seven Psychopaths;Martin McDonagh;no;no;yes;yes;no;no;no;no;no;no;no;Colin Farrell;Woody Harrelson;Sam Rockwell;Christopher Walken;2012;110;7.2;196652;14.99;66
803;Beowulf;Robert Zemeckis;yes;yes;no;no;no;no;no;no;no;no;no;Ray Winstone;Crispin Glover;Angelina Jolie;Robin Wright;2007;115;6.2;146566;82.16;59
804;Jack Ryan: Shadow Recruit;Kenneth Branagh;yes;no;no;no;yes;no;no;no;no;no;yes;Chris Pine;Kevin Costner;Keira Knightley;Kenneth Branagh;2014;105;6.2;103681;50.55;57
805;1408;Mikael HÃ¥fstrÃ¶m;no;no;no;no;no;yes;yes;no;no;no;no;John Cusack;Samuel L. Jackson;Mary McCormack;Paul Birchard;2007;104;6.8;221073;71.98;64
806;The Gambler;Rupert Wyatt;no;no;no;yes;yes;no;no;no;no;no;yes;Mark Wahlberg;Jessica Lange;John Goodman;Brie Larson;2014;111;6;52537;33.63;55
807;Prince of Persia: The Sands of Time;Mike Newell;yes;yes;no;no;no;yes;no;no;no;no;no;Jake Gyllenhaal;Gemma Arterton;Ben Kingsley;Alfred Molina;2010;116;6.6;233148;90.76;50
808;The Spectacular Now;James Ponsoldt;no;no;yes;no;yes;no;no;no;yes;no;no;Miles Teller;Shailene Woodley;Kyle Chandler;Jennifer Jason Leigh;2013;95;7.1;115751;6.85;82
809;A United Kingdom;Amma Asante;no;no;no;no;yes;no;no;no;yes;no;no;David Oyelowo;Rosamund Pike;Tom Felton;Jack Davenport;2016;111;6.8;4771;3.9;65
810;USS Indianapolis: Men of Courage;Mario Van Peebles;yes;no;no;no;yes;no;no;no;no;no;no;Nicolas Cage;Tom Sizemore;Thomas Jane;Matt Lanter;2016;128;5.2;4964;;30
811;Turbo Kid;FranÃ§ois Simard;yes;yes;yes;no;no;no;no;no;no;no;no;Munro Chambers;Laurence Leboeuf;Michael Ironside;Edwin Wright;2015;93;6.7;19309;0.05;60
812;Mama;AndrÃ©s Muschietti;no;no;no;no;no;no;yes;no;no;no;yes;Jessica Chastain;Nikolaj Coster-Waldau;Megan Charpentier;Isabelle Nélisse;2013;100;6.2;142560;71.59;57
813;Orphan;Jaume Collet-Serra;no;no;no;no;no;no;yes;yes;no;no;yes;Vera Farmiga;Peter Sarsgaard;Isabelle Fuhrman;CCH Pounder;2009;123;7;153448;41.57;42
814;To Rome with Love;Woody Allen;no;no;yes;no;no;no;no;no;yes;no;no;Woody Allen;Penélope Cruz;Jesse Eisenberg;Ellen Page;2012;112;6.3;72050;16.68;54
815;Fantastic Mr. Fox;Wes Anderson;no;yes;yes;no;no;no;no;no;no;no;no;George Clooney;Meryl Streep;Bill Murray;Jason Schwartzman;2009;87;7.8;149779;21;83
816;Inside Man;Spike Lee;no;no;no;yes;yes;no;no;yes;no;no;no;Denzel Washington;Clive Owen;Jodie Foster;Christopher Plummer;2006;129;7.6;285441;88.5;76
817;I.T.;John Moore;no;no;no;yes;yes;no;no;yes;no;no;no;Pierce Brosnan;Jason Barry;Karen Moskow;Kai Ryssdal;2016;95;5.4;8755;;27
818;127 Hours;Danny Boyle;no;yes;no;no;yes;no;no;no;no;no;no;James Franco;Amber Tamblyn;Kate Mara;Sean Bott;2010;94;7.6;294010;18.33;82
819;Annabelle;John R. Leonetti;no;no;no;no;no;no;yes;yes;no;no;yes;Ward Horton;Annabelle Wallis;Alfre Woodard;Tony Amendola;2014;99;5.4;91106;84.26;37
820;Wolves at the Door;John R. Leonetti;no;no;no;no;no;no;yes;no;no;no;yes;Katie Cassidy;Elizabeth Henstridge;Adam Campbell;Miles Fisher;2016;73;4.6;564;;63
821;Suite FranÃ§aise;Saul Dibb;no;no;no;no;yes;no;no;no;yes;no;no;Michelle Williams;Kristin Scott Thomas;Margot Robbie;Eric Godon;2014;107;6.9;13711;;
822;The Imaginarium of Doctor Parnassus;Terry Gilliam;no;yes;no;no;no;yes;no;yes;no;no;no;Christopher Plummer;Lily Cole;Heath Ledger;Andrew Garfield;2009;123;6.8;130153;7.69;65
823;G.I. Joe: The Rise of Cobra;Stephen Sommers;yes;yes;no;no;no;no;no;no;no;yes;no;Dennis Quaid;Channing Tatum;Marlon Wayans;Adewale Akinnuoye-Agbaje;2009;118;5.8;180105;150.17;32
824;Christine;Antonio Campos;no;no;no;no;yes;no;no;no;no;no;no;Rebecca Hall;Michael C. Hall;Tracy Letts;Maria Dizzia;2016;119;7;5855;0.3;72
825;Man Down;Dito Montiel;no;no;no;no;yes;no;no;no;no;no;yes;Shia LaBeouf;Jai Courtney;Gary Oldman;Kate Mara;2015;90;5.8;4779;;27
826;Crawlspace;Phil Claydon;no;no;no;no;no;no;yes;no;no;no;yes;Michael Vartan;Erin Moriarty;Nadine Velazquez;Ronnie Gene Blevins;2016;88;5.3;1427;;25
827;Shut In;Farren Blackburn;no;no;no;no;yes;no;yes;no;no;no;yes;Naomi Watts;Charlie Heaton;Jacob Tremblay;Oliver Platt;2016;91;4.6;5715;6.88;
828;The Warriors Gate;Matthias Hoene;yes;yes;no;no;no;yes;no;no;no;no;no;Mark Chao;Ni Ni;Dave Bautista;Sienna Guillory;2016;108;5.3;1391;;77
829;Grindhouse;Robert Rodriguez;yes;no;no;no;no;no;yes;no;no;no;yes;Kurt Russell;Rose McGowan;Danny Trejo;Zoë Bell;2007;191;7.6;160350;25.03;
830;Disaster Movie;Jason Friedberg;no;no;yes;no;no;no;no;no;no;no;no;Carmen Electra;Vanessa Lachey;Nicole Parker;Matt Lanter;2008;87;1.9;77207;14.17;15
831;Rocky Balboa;Sylvester Stallone;no;no;no;no;yes;no;no;no;no;no;no;Sylvester Stallone;Antonio Tarver;Milo Ventimiglia;Burt Young;2006;102;7.2;171356;70.27;63
832;Diary of a Wimpy Kid: Dog Days;David Bowers;no;no;yes;no;no;no;no;no;no;no;no;Zachary Gordon;Robert Capron;Devon Bostick;Steve Zahn;2012;94;6.4;16917;49;54
833;Jane Eyre;Cary Joji Fukunaga;no;no;no;no;yes;no;no;no;yes;no;no;Mia Wasikowska;Michael Fassbender;Jamie Bell;Su Elliot;2011;120;7.4;67464;11.23;76
834;Fool's Gold;Andy Tennant;yes;yes;yes;no;no;no;no;no;no;no;no;Matthew McConaughey;Kate Hudson;Donald Sutherland;Alexis Dziena;2008;112;5.7;62719;70.22;29
835;The Dictator;Larry Charles;no;no;yes;no;no;no;no;no;no;no;no;Sacha Baron Cohen;Anna Faris;John C. Reilly;Ben Kingsley;2012;83;6.4;225394;59.62;58
836;The Loft;Erik Van Looy;no;no;no;no;no;no;no;yes;yes;no;yes;Karl Urban;James Marsden;Wentworth Miller;Eric Stonestreet;2014;108;6.3;38804;5.98;24
837;Bacalaureat;Cristian Mungiu;no;no;no;yes;yes;no;no;no;no;no;no;Adrian Titieni;Maria-Victoria Dragus;Lia Bugnar;Malina Manovici;2016;128;7.5;5531;0.13;84
838;You Don't Mess with the Zohan;Dennis Dugan;yes;no;yes;no;no;no;no;no;no;no;no;Adam Sandler;John Turturro;Emmanuelle Chriqui;Nick Swardson;2008;113;5.5;163144;100.02;54
839;Exposed;Gee Malik Linton;no;no;no;yes;yes;no;no;yes;no;no;no;Ana de Armas;Keanu Reeves;Christopher McDonald;Mira Sorvino;2016;102;4.2;8409;;23
840;Maudie;Aisling Walsh;no;no;no;no;yes;no;no;no;yes;no;no;Ethan Hawke;Sally Hawkins;Kari Matchett;Zachary Bennett;2016;115;7.8;346;;60
841;Horrible Bosses 2;Sean Anders;no;no;yes;yes;no;no;no;no;no;no;no;Jason Bateman;Jason Sudeikis;Charlie Day;Jennifer Aniston;2014;108;6.3;125190;54.41;40
842;A Bigger Splash;Luca Guadagnino;no;no;no;no;yes;no;no;no;no;no;yes;Tilda Swinton;Matthias Schoenaerts;Ralph Fiennes;Dakota Johnson;2015;125;6.4;15232;1.98;74
843;Melancholia;Lars von Trier;no;no;no;no;yes;no;no;no;no;no;no;Kirsten Dunst;Charlotte Gainsbourg;Kiefer Sutherland;Alexander Skarsgård;2011;135;7.1;137117;3.03;80
844;The Princess and the Frog;Ron Clements;no;yes;yes;no;no;no;no;no;no;no;no;Anika Noni Rose;Keith David;Oprah Winfrey;Bruno Campos;2009;97;7.1;95480;104.37;73
845;Unstoppable;Tony Scott;yes;no;no;no;no;no;no;no;no;no;yes;Denzel Washington;Chris Pine;Rosario Dawson;Ethan Suplee;2010;98;6.8;157499;81.56;69
846;Flight;Robert Zemeckis;no;no;no;no;yes;no;no;no;no;no;yes;Denzel Washington;Nadine Velazquez;Don Cheadle;John Goodman;2012;138;7.3;276347;93.75;76
847;Home;Tim Johnson;no;yes;yes;no;no;no;no;no;no;no;no;Jim Parsons;Rihanna;Steve Martin;Jennifer Lopez;2015;94;6.7;77447;177.34;55
848;La migliore offerta;Giuseppe Tornatore;no;no;no;yes;yes;no;no;yes;no;no;no;Geoffrey Rush;Jim Sturgess;Sylvia Hoeks;Donald Sutherland;2013;131;7.8;77986;0.09;49
849;Mean Dreams;Nathan Morlando;no;no;no;no;no;no;no;no;no;no;yes;Sophie Nélisse;Josh Wiggins;Joe Cobden;Bill Paxton;2016;108;6.3;1066;;64
850;42;Brian Helgeland;no;no;no;no;yes;no;no;no;no;no;no;Chadwick Boseman;T.R. Knight;Harrison Ford;Nicole Beharie;2013;128;7.5;69659;95;62
851;21;Robert Luketic;no;no;no;yes;yes;no;no;no;no;no;yes;Jim Sturgess;Kate Bosworth;Kevin Spacey;Aaron Yoo;2008;123;6.8;198395;81.16;48
852;Begin Again;John Carney;no;no;no;no;yes;no;no;no;no;no;no;Keira Knightley;Mark Ruffalo;Adam Levine;Hailee Steinfeld;2013;104;7.4;111875;16.17;62
853;Out of the Furnace;Scott Cooper;no;no;no;yes;yes;no;no;no;no;no;yes;Christian Bale;Casey Affleck;Zoe Saldana;Woody Harrelson;2013;116;6.8;88829;11.33;63
854;Vicky Cristina Barcelona;Woody Allen;no;no;no;no;yes;no;no;no;yes;no;no;Rebecca Hall;Scarlett Johansson;Javier Bardem;Christopher Evan Welch;2008;96;7.1;208770;23.21;70
855;Kung Fu Panda;Mark Osborne;yes;yes;no;no;no;no;no;no;no;no;no;Jack Black;Ian McShane;Angelina Jolie;Dustin Hoffman;2008;92;7.6;329788;215.4;73
856;Barbershop: The Next Cut;Malcolm D. Lee;no;no;yes;no;yes;no;no;no;no;no;no;Ice Cube;Regina Hall;Anthony Anderson;Eve;2016;111;5.9;9993;54.01;67
857;Terminator Salvation;McG;yes;yes;no;no;yes;no;no;no;no;no;no;Christian Bale;Sam Worthington;Anton Yelchin;Moon Bloodgood;2009;115;6.6;297093;125.32;49
858;Freedom Writers;Richard LaGravenese;no;no;no;yes;yes;no;no;no;no;no;no;Hilary Swank;Imelda Staunton;Patrick Dempsey;Scott Glenn;2007;123;7.5;55648;36.58;64
859;The Hills Have Eyes;Alexandre Aja;no;no;no;no;no;no;yes;no;no;no;no;Ted Levine;Kathleen Quinlan;Dan Byrd;Emilie de Ravin;2006;107;6.4;136642;41.78;52
860;Changeling;Clint Eastwood;no;no;no;no;yes;no;no;yes;no;no;no;Angelina Jolie;Colm Feore;Amy Ryan;Gattlin Griffith;2008;141;7.8;206793;35.71;63
861;Remember Me;Allen Coulter;no;no;no;no;yes;no;no;no;yes;no;no;Robert Pattinson;Emilie de Ravin;Caitlyn Rund;Moisés Acevedo;2010;113;7.2;119376;19.06;40
862;Koe no katachi;Naoko Yamada;no;no;no;no;yes;no;no;no;yes;no;no;Miyu Irino;Saori Hayami;Aoi Yuki;Kenshô Ono;2016;129;8.4;2421;;80
863;Alexander and the Terrible, Horrible, No Good, Very Bad Day;Miguel Arteta;no;no;yes;no;no;no;no;no;no;no;no;Steve Carell;Jennifer Garner;Ed Oxenbould;Dylan Minnette;2014;81;6.2;32310;66.95;54
864;Locke;Steven Knight;no;no;no;no;yes;no;no;no;no;no;no;Tom Hardy;Olivia Colman;Ruth Wilson;Andrew Scott;2013;85;7.1;100890;1.36;81
865;The 9th Life of Louis Drax;Alexandre Aja;no;no;no;no;no;no;no;yes;no;no;yes;Jamie Dornan;Aiden Longworth;Sarah Gadon;Aaron Paul;2016;108;6.3;6175;;41
866;Horns;Alexandre Aja;no;no;no;no;yes;yes;yes;no;no;no;no;Daniel Radcliffe;Juno Temple;Max Minghella;Joe Anderson;2013;120;6.5;61060;0.16;46
